#depth cm	Temp K	Htot erg/cm3/s	Ctot erg/cm3/s	cool fracs
5.00000e-01	4.4668e+06	1.1338e-29	2.7913e-23	Fe17 0.0	0.2030639	FF c 0.0	0.2017004	Fe16 0.0	0.1143374	ISclinH O  7.0	0.0646722	Hvin 0.0	0.0524285 
5.00000e-01	5.0119e+06	9.6523e-30	2.7454e-23	Fe17 0.0	0.2295685	FF c 0.0	0.2162204	Fe16 0.0	0.0881636	Fe18 0.0	0.0614256	Hvin 0.0	0.0575194	ISclinH O  7.0	0.0547951 
5.00000e-01	5.6234e+06	8.2597e-30	2.7393e-23	Fe17 0.0	0.2366927	FF c 0.0	0.2284700	Fe18 0.0	0.0903953	Fe16 0.0	0.0632957	Hvin 0.0	0.0630802 
5.00000e-01	6.3096e+06	7.1160e-30	2.7558e-23	FF c 0.0	0.2394266	Fe17 0.0	0.2214218	Fe18 0.0	0.1187382	Hvin 0.0	0.0688403	Fe19 0.0	0.0432718 
5.00000e-01	7.0795e+06	6.1746e-30	2.7831e-23	FF c 0.0	0.2499677	Fe17 0.0	0.1853724	Fe18 0.0	0.1374181	Hvin 0.0	0.0742443	Fe19 0.0	0.0705928 
5.00000e-01	7.9433e+06	5.3968e-30	2.8058e-23	FF c 0.0	0.2614484	Fe18 0.0	0.1373892	Fe17 0.0	0.1362399	Fe19 0.0	0.0978984	Hvin 0.0	0.0785002 
5.00000e-01	8.9125e+06	4.7567e-30	2.8085e-23	FF c 0.0	0.2754655	Fe18 0.0	0.1157859	Fe19 0.0	0.1126878	Fe17 0.0	0.0855652	Hvin 0.0	0.0805963	Fe20 0.0	0.0762591 
5.00000e-01	1.0000e+07	4.2346e-30	2.7748e-23	FF c 0.0	0.2941105	Fe19 0.0	0.1045128	Fe20 0.0	0.0960738	Fe18 0.0	0.0797573	Hvin 0.0	0.0794538	Fe21 0.0	0.0745278 
5.00000e-01	1.1220e+07	3.8089e-30	2.6773e-23	FF c 0.0	0.3216373	Fe21 0.0	0.0995263	Fe20 0.0	0.0935511	Fe19 0.0	0.0760680	Hvin 0.0	0.0745257	Fe22 0.0	0.0611695 
5.00000e-01	1.2589e+07	3.4483e-30	2.4982e-23	FF c 0.0	0.3637815	Fe21 0.0	0.0996711	Fe22 0.0	0.0837049	Fe20 0.0	0.0694534	Hvin 0.0	0.0662027	Fe23 0.0	0.0599079 
